city,cloud,country,date,humid,lat,lng,Max_Temp_F,Wind_Speed
Galle,1,US,1559443874,83,29.74,-97.91,84.2,4.7
Karratha,0,AU,1559443874,10,-20.74,116.85,75.68,27.34
Zabid,94,YE,1559443874,78,14.2,44.5,68.3,1.28
Superior,1,US,1559443750,45,39.95,-105.17,71.6,8.05
Kulhudhuffushi,100,MV,1559443875,76,6.62,73.07,85.04,11.88
Banjar,100,ID,1559443875,87,-7.37,108.54,76.4,1.72
Oyem,100,GA,1559443875,98,1.6,11.57,69.56,2.98
Rangpur,48,BD,1559443875,65,25.76,89.24,85.58,7.45
Aguadilla,2,PR,1559443812,88,18.43,-67.15,81.0,18.57
Santa Rita,99,VE,1559443876,92,10.21,-67.56,70.46,2.59
Saint-Joseph,20,FR,1559443876,77,43.56,6.97,68.0,4.7
Mayo,75,CA,1559443877,76,63.59,-135.9,55.4,4.7
Kashary,1,RU,1559443877,75,49.04,41.01,69.38,10.83
Marawi,100,PH,1559443877,84,8.0,124.29,84.0,5.99
Ust-Ilimsk,100,RU,1559443877,46,57.96,102.73,50.12,5.21
Grand Gaube,75,MU,1559443877,94,-20.01,57.66,71.6,3.36
Mbandaka,100,CD,1559443877,89,0.05,18.26,71.54,2.44
Ostersund,31,SE,1559443877,75,63.18,14.64,42.8,11.41
Lembeni,2,TZ,1559443877,92,-3.78,37.62,62.54,5.39
Tuatapere,89,NZ,1559443878,78,-46.13,167.69,48.99,15.59
Darab,69,IR,1559443878,32,28.75,54.55,69.74,5.19
Victoria,75,BN,1559443878,79,5.28,115.24,86.0,3.36
Taoudenni,0,ML,1559443878,13,22.68,-3.98,91.7,15.17
Yelizavetinskoye,0,RU,1559443878,68,45.01,43.35,69.2,2.39
Hailey,75,US,1559443878,67,43.52,-114.32,57.2,5.82
Rodrigues Alves,4,BR,1559443878,82,-7.74,-72.65,74.78,2.19
Amapa,20,HN,1559443879,83,15.09,-87.97,82.4,9.17
Darhan,78,MN,1559443879,39,49.49,105.92,58.58,3.94
Preobrazheniye,76,RU,1559443879,50,42.9,133.91,67.58,8.03
Uaua,7,BR,1559443879,94,-9.84,-39.48,69.92,7.11
Xuddur,71,SO,1559443879,85,4.12,43.89,72.8,15.82
Newport,88,GB,1559443712,82,51.59,-3.0,63.0,6.93
Diphu,2,IN,1559443879,61,25.84,93.44,87.2,2.15
Ebolowa,95,CM,1559443879,99,2.92,11.15,67.94,3.65
Campbeltown,100,GB,1559443880,93,55.43,-5.61,55.4,23.04
Orsha,20,BY,1559443880,93,54.51,30.43,55.52,3.51
Umm Lajj,95,SA,1559443880,66,25.02,37.27,86.3,9.73
Banda Aceh,100,ID,1559443880,69,5.56,95.32,83.6,0.85
Ahipara,89,NZ,1559443880,100,-35.17,173.16,59.0,15.73
Haines Junction,71,CA,1559443880,30,60.75,-137.51,53.72,5.66
Dabakala,100,CI,1559443880,92,8.36,-4.43,73.52,5.21
Nogliki,100,RU,1559443880,88,51.8,143.14,49.22,9.15
Portobelo,40,PA,1559443881,94,9.55,-79.65,78.01,2.24
Hervey Bay,90,AU,1559443881,68,-25.3,152.85,70.0,10.29
Kaitangata,80,NZ,1559443881,63,-46.28,169.85,51.01,7.0
Veraval,0,FR,1559443881,87,49.65,0.71,68.0,8.05
Namatanai,56,PG,1559443881,84,-3.66,152.44,81.44,12.01
Mogadishu,96,SO,1559443881,81,2.04,45.34,77.48,10.25
Russkaya Polyana,72,RU,1559443881,68,53.78,73.88,62.72,3.44
Leninsk-Kuznetskiy,40,RU,1559443882,76,54.66,86.17,48.2,6.71
Osakarovka,7,KZ,1559443882,65,50.56,72.58,66.68,5.17
Tallahassee,40,US,1559443619,73,30.44,-84.28,80.6,5.82
Miracema do Tocantins,8,BR,1559443882,67,-9.56,-48.4,77.12,1.48
Taltal,0,CL,1559443882,56,-25.41,-70.49,60.2,5.59
Honiara,75,SB,1559443882,83,-9.43,159.96,84.2,13.87
Paamiut,1,GL,1559443882,92,61.99,-49.67,36.26,8.88
Mantua,0,IT,1559443882,72,45.16,10.79,66.99,6.93
Mitchell,1,US,1559443865,63,43.71,-98.03,60.8,5.82
Eureka,90,US,1559443772,87,40.8,-124.16,57.99,4.7
Bellevue,1,US,1559443884,49,47.61,-122.19,73.4,5.82
San Carlos de Bariloche,40,AR,1559443819,70,-41.13,-71.31,44.6,17.22
Mount Pleasant,1,US,1559443712,83,33.16,-94.97,79.0,3.27
Kalmunai,100,LK,1559443885,63,7.42,81.82,82.7,2.89
Wad Rawah,63,SD,1559443885,29,15.16,33.13,93.86,9.08
Klaksvik,91,FO,1559443885,81,62.23,-6.59,44.6,10.29
Launceston,90,AU,1559443885,87,-41.43,147.14,51.01,5.82
Poya,97,NC,1559443885,76,-21.35,165.16,72.8,18.72
Sisimiut,40,GL,1559443885,84,66.94,-53.67,35.9,11.52
Mahon,75,IE,1559443885,100,51.89,-8.4,55.99,14.99
Port Lincoln,74,AU,1559443886,75,-34.72,135.86,60.2,16.22
Kuna,1,US,1559443886,44,43.49,-116.42,78.8,6.93
Kirakira,90,SB,1559443886,76,-10.46,161.92,83.78,9.93
Selfoss,75,IS,1559443886,75,63.94,-21.0,45.0,5.82
Leshukonskoye,0,RU,1559443886,48,64.9,45.76,52.82,10.18
Quime,63,BO,1559443886,89,-16.98,-67.22,39.14,5.41
Alta Floresta,0,BR,1559443886,70,-9.87,-56.08,73.52,1.21
Kaeo,97,NZ,1559443886,100,-35.1,173.78,59.0,11.41
Havoysund,100,NO,1559443887,86,71.0,24.66,39.2,14.99
Silver City,1,US,1559443887,13,32.77,-108.28,79.0,8.05
Port Blair,100,IN,1559443887,74,11.67,92.75,85.58,8.12
Kieta,97,PG,1559443887,78,-6.22,155.63,83.24,13.02
Ancud,90,CL,1559443887,93,-41.87,-73.83,50.0,21.92
Tumkur,40,IN,1559443887,100,13.34,77.1,88.0,12.75
Fortuna,0,ES,1559443887,39,38.18,-1.13,63.0,5.82
Ypsonas,94,CY,1559443888,88,34.69,32.96,75.0,3.36
Ijui,38,BR,1559443807,93,-28.39,-53.91,57.14,6.71
Xam Nua,74,LA,1559443888,85,20.42,104.04,75.32,2.13
Craig,1,US,1559443888,44,40.52,-107.55,66.2,5.82
Benghazi,0,LY,1559443830,81,32.12,20.07,66.86,13.69
Hunchun,31,CN,1559443888,34,42.86,130.36,79.46,4.65
Sao Jose da Coroa Grande,28,BR,1559443888,93,-8.9,-35.15,73.88,3.31
Dokri,0,PK,1559443888,12,27.37,68.1,107.18,1.83
Santa Ana,20,SV,1559443825,88,13.99,-89.56,77.0,5.82
Yunhe,100,CN,1559443889,96,28.12,119.57,67.22,1.88
Bilibino,96,RU,1559443889,90,68.06,166.44,39.86,6.55
Viedma,0,AR,1559443889,47,-40.81,-62.99,55.88,17.25
Barsovo,40,RU,1559443889,66,61.17,73.17,48.2,6.71
Naze,100,NG,1559443889,95,5.43,7.07,74.24,5.01
Waitati,97,NZ,1559443890,71,-45.75,170.57,48.99,17.0
Novikovo,78,UA,1559443890,84,45.05,34.56,65.42,1.68
Kenai,75,US,1559443890,66,60.55,-151.26,57.0,11.41
Tefe,54,BR,1559443862,91,-3.35,-64.71,75.32,1.9
Verkhnyaya Inta,100,RU,1559443890,89,65.99,60.32,45.44,9.42
Xiamen,40,CN,1559443890,74,24.46,118.07,86.0,4.47
Agirish,100,RU,1559443890,91,61.92,63.02,47.24,9.71
Miandrivazo,0,MG,1559443890,93,-19.53,45.46,63.62,2.21
Policoro,5,IT,1559443890,93,40.21,16.68,60.01,5.82
Sungaipenuh,100,ID,1559443891,64,-2.08,101.38,83.96,2.01
Gulabpura,0,IN,1559443891,28,25.91,74.66,96.2,20.92
Verkhoyansk,27,RU,1559443891,39,67.55,133.39,66.68,11.45
Bonavista,0,CA,1559443891,85,48.65,-53.11,39.0,1.01
Bela,0,PK,1559443891,30,26.23,66.31,91.7,3.53
Chapais,1,CA,1559443891,65,49.78,-74.86,44.6,6.93
Baracoa,0,CU,1559443891,77,20.35,-74.5,81.62,8.99
Rovaniemi,0,FI,1559443892,60,66.5,25.72,41.0,6.93
Dhidhdhoo,100,MV,1559443892,76,6.88,73.1,85.22,12.06
Timra,38,SE,1559443892,93,62.49,17.33,46.99,8.05
Upington,0,ZA,1559443892,44,-28.46,21.24,46.4,1.12
Bourne,90,US,1559443892,100,41.74,-70.6,60.01,4.7
Mangrol,0,IN,1559443892,16,25.33,76.51,103.22,15.64
Hobyo,100,SO,1559443892,75,5.35,48.53,79.82,16.8
Tezu,0,IN,1559443892,40,27.93,96.16,87.74,3.56
Donskoy,0,RU,1559443892,82,47.12,39.32,62.6,4.47
Paciran,90,ID,1559443893,57,-6.9,112.33,85.58,6.73
Saint-Michel-des-Saints,98,CA,1559443893,91,46.68,-73.92,45.26,4.18
Abu Kamal,100,SY,1559443893,15,34.45,40.92,89.0,7.34
Baiquan,78,CN,1559443893,63,47.61,126.08,62.54,8.25
Dongli,40,CN,1559443893,74,24.18,117.61,86.0,4.47
Manavgat,0,TR,1559443844,88,36.79,31.44,72.0,3.36
Kavaratti,98,IN,1559443893,63,10.57,72.64,86.3,0.98
Anloga,40,GH,1559443893,94,5.79,0.9,78.8,8.05
Deputatskiy,0,RU,1559443894,54,69.3,139.9,56.24,11.07
Omsukchan,75,RU,1559443894,48,62.53,155.8,58.4,11.65
Saint Pete Beach,90,US,1559443894,74,27.73,-82.74,82.99,9.06
Escanaba,90,US,1559443639,71,45.75,-87.06,57.99,3.36
Vidim,0,CZ,1559443894,82,50.47,14.53,59.0,3.36
Alekseyevka,0,RU,1559443894,93,53.25,50.49,62.6,11.18
Lunglei,30,IN,1559443894,50,22.89,92.75,91.7,1.34
Berlevag,99,NO,1559443894,92,70.86,29.09,38.78,15.66
Billings,20,US,1559443662,36,45.79,-108.5,77.0,6.93
Grand Island,1,US,1559443895,63,40.92,-98.34,66.2,6.93
Shar,100,NG,1559443895,93,7.3,8.73,74.96,5.28
Were Ilu,68,ET,1559443895,68,10.6,39.43,63.44,3.06
Sasaram,0,IN,1559443895,44,24.95,84.01,98.54,13.76
Hayvoron,78,UA,1559443860,96,48.34,29.87,62.18,4.85
